cp-train: gens=120 pop=64 elite=8 games=64 seed=1 cap=200 arch=[63, 24, 16, 1] (1953 params) out=checkpoints
gen  84/120  best=+0.7730 mean=+0.4209 med=+0.4375 std=0.1517 tf=0.262 nov=0.000 sigma=0.0500 wT=0.000 gLen=94.8 bankrupt=0.14 div=4.904 162.6 g/s
gen  85/120  best=+0.7354 mean=+0.3590 med=+0.3994 std=0.1895 tf=0.299 nov=0.000 sigma=0.0500 wT=0.000 gLen=108.1 bankrupt=0.13 div=3.664 165.8 g/s
gen  86/120  best=+0.7253 mean=+0.3849 med=+0.3729 std=0.1576 tf=0.266 nov=0.000 sigma=0.0500 wT=0.000 gLen=108.2 bankrupt=0.13 div=3.462 155.6 g/s
gen  87/120  best=+0.7494 mean=+0.3692 med=+0.3760 std=0.1710 tf=0.269 nov=0.000 sigma=0.0500 wT=0.000 gLen=108.5 bankrupt=0.14 div=3.787 140.8 g/s
gen  88/120  best=+0.7140 mean=+0.4164 med=+0.4361 std=0.1714 tf=0.291 nov=0.000 sigma=0.0500 wT=0.000 gLen=107.1 bankrupt=0.12 div=3.949 150.4 g/s
gen  89/120  best=+0.7266 mean=+0.4166 med=+0.4148 std=0.1382 tf=0.294 nov=0.000 sigma=0.0500 wT=0.000 gLen=101.4 bankrupt=0.13 div=4.450 149.1 g/s
gen  90/120  best=+0.8048 mean=+0.3887 med=+0.4011 std=0.1965 tf=0.284 nov=0.000 sigma=0.0500 wT=0.000 gLen=100.5 bankrupt=0.13 div=4.424 150.2 g/s
gen  91/120  best=+0.7700 mean=+0.4189 med=+0.4165 std=0.1508 tf=0.286 nov=0.000 sigma=0.0500 wT=0.000 gLen=95.8 bankrupt=0.13 div=4.104 153.0 g/s
gen  92/120  best=+0.7197 mean=+0.4273 med=+0.4486 std=0.1645 tf=0.258 nov=0.000 sigma=0.0500 wT=0.000 gLen=96.8 bankrupt=0.13 div=4.224 156.1 g/s
gen  93/120  best=+0.7256 mean=+0.4124 med=+0.4233 std=0.1561 tf=0.285 nov=0.000 sigma=0.0500 wT=0.000 gLen=109.4 bankrupt=0.12 div=3.726 155.0 g/s
gen  94/120  best=+0.7190 mean=+0.3960 med=+0.3811 std=0.1498 tf=0.261 nov=0.000 sigma=0.0500 wT=0.000 gLen=104.1 bankrupt=0.12 div=3.892 154.0 g/s
gen  95/120  best=+0.9075 mean=+0.3951 med=+0.3981 std=0.1593 tf=0.316 nov=0.000 sigma=0.0500 wT=0.000 gLen=109.1 bankrupt=0.13 div=4.567 156.8 g/s
gen  96/120  best=+0.8865 mean=+0.4161 med=+0.4481 std=0.1809 tf=0.323 nov=0.000 sigma=0.0500 wT=0.000 gLen=105.9 bankrupt=0.13 div=4.222 161.6 g/s
gen  97/120  best=+0.7617 mean=+0.3612 med=+0.3772 std=0.1761 tf=0.222 nov=0.000 sigma=0.0500 wT=0.000 gLen=105.5 bankrupt=0.14 div=4.633 156.8 g/s
gen  98/120  best=+0.9081 mean=+0.3737 med=+0.3738 std=0.1867 tf=0.285 nov=0.000 sigma=0.0500 wT=0.000 gLen=99.0 bankrupt=0.13 div=4.805 161.1 g/s
gen  99/120  best=+1.0524 mean=+0.4064 med=+0.4200 std=0.2222 tf=0.339 nov=0.000 sigma=0.0500 wT=0.000 gLen=99.1 bankrupt=0.12 div=4.380 157.1 g/s
gen 100/120  best=+0.8775 mean=+0.3957 med=+0.3723 std=0.1701 tf=0.231 nov=0.000 sigma=0.0500 wT=0.000 gLen=100.5 bankrupt=0.12 div=4.224 166.2 g/s
gen 101/120  best=+0.7510 mean=+0.3867 med=+0.3995 std=0.1603 tf=0.277 nov=0.000 sigma=0.0500 wT=0.000 gLen=106.2 bankrupt=0.12 div=4.312 155.0 g/s
gen 102/120  best=+0.9671 mean=+0.4051 med=+0.4042 std=0.1946 tf=0.286 nov=0.000 sigma=0.0500 wT=0.000 gLen=101.7 bankrupt=0.13 div=4.597 152.3 g/s
